web-scraper-order,web-scraper-start-url,container,container-href,Price,Created_date,Phone,Engine,Gearbox,Mileage,Year,Color,Body_type,Fuel_type,Air_condition,Drive_type,Condition,Model,Location
"1667575584-4825","https://www.garirbazar.com/buy-cars","192006 Toyota FielderDhakaPriceBDT 1,080,000Mileage117,000 kmN/A (Petrol)Automatic• Manufacturer : Toyota Cor. Japan

• Brand : Toyota, 

• Model Name : AXIO-FIELDER, 

• Model Year: 2005 NEW SHAPE,

• Registration Year : 2011,

• Serial : D.M-GA-31,

• Engine Type : VVTi,

• Engine Capacity : 1500 CC,

• Transmission : Automatic,

• Color : SKYE,

• Fuel System : Octane,

• Kilometers Run: 

• Fitness Expiry Date: 23-03-2024,

• Tax Token Expiry Date: 12-01-2023,

______Options______

# Key Start.

# Excellent AC Performance.

# Out Looking Fresh, Fresh Interior. 

# Built in DVD+TV Navigation Camera.

# EBD, 4 Air Bag, 4 ABS, Disk Brake. 

# Tilt Power Steering. 

# Central Lock , UVS & Tempered Glass.

1st Party family used Car. Very Limited Used, well maintain.

Maximum time used for Dhaka Cantonment Area.

No Need to do any work just Buy and Drive. 

No Accident history.

Name can be transferred any time, you may visit the car physically

UTTARAPosted 3 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-fielder-dhaka-dhaka-5625","BDT 1,080,000","July 24","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage117,000 km","Year2006","ColorBlue","Body TypeHatch","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Fielder","Dhaka"
"1667575587-4826","https://www.garirbazar.com/buy-cars","202004 Toyota CorollaDhakaPriceBDT 1,090,000Mileage81,000 kmN/A (Gas)Automatic**PERSONAL USE**

**1ST PARTY+SMART CARD**

**WOODEN PANEL**

**SOFT TOUCH ICE COOL AC**

Ref : 1577

Manufacturer :- TOYOTA

Condition :- EXCELENT

Car Name :- TOYOTA G-COROLLA

Model :- 2004

Reg:- 2005

Serial No :- 17

Engine Capacity :- 1500

Transmission :- Automatic

Color :- SILVER

Fuel System :- Octane+CNG

TAX-22-JUN-2023 & FITNESS-07-07-2024.

Option: Full Option All Auto, Central Lock, Auto Key Door Lock & Unlock System , Excellent Built In AC, Tempered Glass, Good Tire, ABS, Etc. [100% No Accident History & Any time Name transfer Possible]

BARIDHARAPosted 3 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-corolla-dhaka-dhaka-5626","BDT 1,090,000","July 24","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage81,000 km","Year2004","ColorSilver","Body TypeSedan","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Corolla","Dhaka"
"1667575592-4827","https://www.garirbazar.com/buy-cars","132003 Toyota CorollaDhakaPriceBDT 950,000Mileage73,491 kmN/A (Petrol)Automatic• 𝙈𝙤𝙙𝙚𝙡 𝙉𝙖𝙢𝙚 : TOYOTA G COROLLA

• 𝙈𝙤𝙙𝙚𝙡 𝙔𝙚𝙖𝙧 : 2003

• 𝙍𝙚𝙜𝙞𝙨𝙩𝙧𝙖𝙩𝙞𝙤𝙣 𝙔𝙚𝙖𝙧 : 2008

• 𝙀𝙣𝙜𝙞𝙣𝙚 𝙏𝙮𝙥𝙚 : VVTi

• 𝙀𝙣𝙜𝙞𝙣𝙚 𝘾𝙖𝙥𝙖𝙘𝙞𝙩𝙮 : 1500 CC

• 𝙏𝙧𝙖𝙣𝙨𝙢𝙞𝙨𝙨𝙞𝙤𝙣 : Automatic

• 𝘾𝙤𝙡𝙤𝙧 : White

• 𝙁𝙪𝙚𝙡 𝙎𝙮𝙨𝙩𝙚𝙢 : Octane 

• 𝙆𝙞𝙡𝙤𝙢𝙚𝙩𝙚𝙧𝙨 𝙍𝙪𝙣 : 73,491 KM

• 𝙏𝙖𝙭𝙏𝙤𝙠𝙚𝙣 𝙀𝙭𝙥𝙞𝙧𝙮 𝘿𝙖𝙩𝙚: 06/03/2023 

• 𝙁𝙞𝙩𝙣𝙚𝙨𝙨 𝙀𝙭𝙥𝙞𝙧𝙮 𝘿𝙖𝙩𝙚: 24/11/2023

______𝙊𝙋𝙏𝙄𝙊𝙉𝙎______

# Key Start.

# Excellent AC Performance.

# Fully Auto and loaded, 

# Out Looking Fresh, Fresh Interior 

# 2 Air Bag, 4 ABS, Disk Brake. 

# Tilt Power Steering, 

# Power Windows & Mirror.

# Central Lock, UVS & Tempered Glass.

# Alloy Rims With Fresh Tyre

1st Party Personally Used Car. Octane Drive. Limited used, well maintain. Super Fresh Condition. 

No any accident history.

Name can be transferred any time; you may visit the car physically.

𝙉𝙤 𝙣𝙚𝙚𝙙 𝙩𝙤 𝙙𝙤 𝙖𝙣𝙮 𝙬𝙤𝙧𝙠. 𝙅𝙪𝙨𝙩 𝘽𝙪𝙮 𝙖𝙣𝙙 𝘿𝙧𝙞𝙫𝙚.

𝙉𝙤 𝙖𝙣𝙮 𝙖𝙘𝙘𝙞𝙙𝙚𝙣𝙩 𝙝𝙞𝙨𝙩𝙤𝙧𝙮.

𝙉𝙖𝙢𝙚 𝙘𝙖𝙣 𝙗𝙚 𝙩𝙧𝙖𝙣𝙨𝙛𝙚𝙧𝙧𝙚𝙙 𝙖𝙣𝙮 𝙩𝙞𝙢𝙚;𝙮𝙤𝙪 𝙢𝙖𝙮 𝙫𝙞𝙨𝙞𝙩 𝙩𝙝𝙚 𝙘𝙖𝙧 𝙥𝙝𝙮𝙨𝙞𝙘𝙖𝙡𝙡𝙮.

BANANIPosted 3 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-corolla-dhaka-dhaka-5627","BDT 950,000","July 25","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage73,491 km","Year2003","ColorWhite","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Corolla","Dhaka"
"1667575595-4828","https://www.garirbazar.com/buy-cars","202010 Toyota PremioDhakaPriceBDT 2,020,000Mileage58,000 kmN/A (Petrol)AutomaticCondition Very very good 

No Accident History

 super fresh 

Manufacturer : Toyota Japan 

Series: Premio G Superior 

Model :2010

Registration :2013

Displacement : 1500 cc

Transmission : Automatic with OD 

Color : black 100%  original

Fuel System : Octane Drive only

Options  : Push Start base interior

 wooden cruise control , wooden panel, optical meter ,DVD player Back Camera,Ac Super cool excellent AC, Cd, Tilt Power Steering, Disk Brake, Power Windows & Mirror, 6 ABS, 8 Airbag,  

Central ,Tempered Glass,Alloy Rim With New Tyre, All Power & Full Option,Tv navigation Back Camera, no accident history

All Papers R Up to date. 05 -03-2024

UTTARA

Posted 3 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-premio-dhaka-dhaka-5628","BDT 2,020,000","July 25","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage58,000 km","Year2010","ColorBlack","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Premio","Dhaka"
"1667575597-4829","https://www.garirbazar.com/buy-cars","72010 Toyota AxioDhakaPriceBDT 1,390,000Mileage67,000 kmN/A (Gas)AutomaticCondition : Super Fresh,

Manufacturer :Toyota Japan.

Series :   Axio

Model: 2010

Registration : 2015

Mileage : 67000

Engine capacity : 1500 cc.

Transmission : Auto with OD.

Color : Silver

Fuel System: Octane. CNG

Options: A/C Super Cool ,DVD+HID Light. FOG LAMPS, EBD, 2 Air Bag,, Disk Brake,Tilt Power Steering,  , UVS & Tempered Glass, All Power & Full Option.No, any accidental history, All Papers up-to-date ,Note: If you want to check anything you can take this car to any automobile analyzing center.

PALTANPosted 3 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-axio-dhaka-dhaka-5629","BDT 1,390,000","July 25","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage67,000 km","Year2010","ColorSilver","Body TypeSedan","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Axio","Dhaka"
"1667575600-4830","https://www.garirbazar.com/buy-cars","102017 Honda VezelDhakaPriceBDT 2,975,000Mileage40,792 kmN/A (Hybrid)AutomaticHONDA VEZEL, HYBRID, RS HONDA SENSING, LED HEAD LAMP, 5D, AT, AC, PS, PW, AIR BAG, ABS, FOG, NAVI, BACK MONITOR,AUDIO STEERING, HALF SUEDE LEATHER SEAT, SEAT HEATER, PEARL COLOR, YEAR 2017, 1490CC, CRUISE CONTROL, NICKEL HANDLE, WINKER MIRROR, REAR SPOILER, ALLOY WHEEL, IDLING STOP, SMART KEY

AUCTION GRADE 4 AND ABOVE

BARIDHARA Posted 3 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-honda-vezel-dhaka-dhaka-5630","BDT 2,975,000","July 25","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage40,792 km","Year2017","ColorWhite","Body Type4 Wheel Drives & SUVs","Fuel TypeHybrid","Air ConYes","Drive TypeRight","ConditionImport","Honda Vezel","Dhaka"
"1667575602-4831","https://www.garirbazar.com/buy-cars","92018 Honda VezelDhakaPriceBDT 3,250,000Mileage51,125 kmN/A (Hybrid)AutomaticHONDA VEZEL, HYBRID, RS, HONDA SENSING, LED HEAD LAMP, 5D, AT, AC, PS, PW, AIR BAG, ABS, FOG, NAVI, AUDIO STEERING, HALF SUEDE LEATHER SEAT, SEAT HEATER, PEARL COLOR, YEAR 2018, NEW SHAPE, 1490CC, CRUISE CONTROL, NICKEL HANDLE, WINKER MIRROR, REAR SPOILER, ALLOY WHEEL, IDLING STOP, SMART KEY

AUCTION GRADE 4 AND ABOVE

BARIDHARAPosted 3 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-honda-vezel-dhaka-dhaka-5631","BDT 3,250,000","July 25","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage51,125 km","Year2018","ColorWhite","Body Type4 Wheel Drives & SUVs","Fuel TypeHybrid","Air ConYes","Drive TypeRight","ConditionImport","Honda Vezel","Dhaka"
"1667575604-4832","https://www.garirbazar.com/buy-cars","82005 Toyota RAV4DhakaPriceBDT 1,580,000Mileage63,000 kmN/A (Petrol)AutomaticToyota Rav 4 Hard Jeep Octane Drive, Model 2005 Registration 2010.

🚙 The Rav 4 is a name of Elegance. The people who love to maintain the dignity of his/her ride, the Toyota Rav 4 n  is the ultimate choice. Be the proud owner of this excellent unit and be a part of aristocracy. 

Model :2005

Registration : 2010

Mileage: 63000 km

Extreamly Fresh,Not a single work. Excellent AC,USB,DVD,Extremely fresh Interior, push start,  Remote  Entry ,CHILLED AC SYESTEM🌦BIM HEAD LIGHT 💡, ,FOG 🌫 , CD, DVD, Back Camera, Power Steering, Disk Brake, Power Windows & Mirror, ABS,  Airbag,Central Lock, Tempered Glass, Alloy Rim With New Tyre ,All Papers R Up to date.

FARMGATE

Posted 3 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-rav4-dhaka-dhaka-5632","BDT 1,580,000","July 26","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage63,000 km","Year2005","ColorWhite","Body Type4 Wheel Drives & SUVs","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Toyota RAV4","Dhaka"
"1667575607-4833","https://www.garirbazar.com/buy-cars","62008 Toyota AxioDhakaPriceBDT 1,150,000Mileage65,210 kmN/A (Gas)AutomaticToyota Axio x 2008

Registration year:
2013

all paper up to date. 

first party and family used. 

no accident history and original colour.Posted 3 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-axio-dhaka-dhaka-5633","BDT 1,150,000","July 26","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage65,210 km","Year2008","ColorBeige","Body TypeSedan","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Axio","Dhaka"
"1667575609-4834","https://www.garirbazar.com/buy-cars","102010 Mitsubishi OutlanderDhakaPriceBDT 2,050,000Mileage39,000 kmN/A (Petrol)AutomaticMitsubishi Out Lander 7 Seater
 
Model : 2010

Registration : 2015

Serial : 15

Mileage : 39000

Engine capacity : 2000 cc.

Transmission : Auto with OD

Color : Black

Fuel System : Octane

Options : 

Fully Auto and loaded. Interior Super Fresh,

Built in sound system with DVD Back Camera,

AM/FM radio, Central display with touch panel 

(digital clock and audio information),

Original Head Light, Fog Lamps,

Air Bag, 4 ABS, Disk Brake,

Anti Theft Security System, AC,

Tilt Power Steering, Central Lock,

UVS & Tempered Glass,

All Power & Full Option. 

No any accidental history, 

All Papers up-to date.

UTTARA 12Posted 3 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-mitsubishi-outlander-dhaka-dhaka-5634","BDT 2,050,000","July 27","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage39,000 km","Year2010","ColorBlack","Body Type4 Wheel Drives & SUVs","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Mitsubishi Outlander","Dhaka"
"1667575612-4835","https://www.garirbazar.com/buy-cars","132012 Toyota PremioDhakaPriceBDT 2,340,000Mileage54,300 kmN/A (Petrol)AutomaticVehicle Details:

🔺Vehicle Name         :  Premio G-Superior

🔺Vehicle Edition       :  G Superior 

🔺Model Year             :  2012

🔺Registration Year   : 2017

🔺Vehicle Color          : Red Wine

🔺Vehicle Interior       : Baise

🔺Transmission          : Automatic

🔺Engine Capacity     : 1500 Cc

🔺Engine Condition    : Excellent(Original)

🔺Kilometer                 : 52000 

🔺Fuel Type                 : Octane Drive only

🔺AC Condition           : Fast Cool

🔺Looking Glass         : Auto

🔺Navigation              : DVD With Camera

Papers Details:

🚦Smart Card             : Yes

🚦Fitness Expired       : 22 Aug 2022

🚦Tax Token Expired  : 17 Nov 2022

Vehicle Feature’s:

➡️Push Start

➡️Discs & Drums Break System 

➡️Alloy Rim With Fresh Tires 🛞 

➡️Original HID Headlights

➡️Original Backlights

➡️ABS, Airbags, EBD

➡️Original Tempered Front And Back Glass

➡️Cv Joint And Suspension Condition Is Good

➡️Shock Absorbed Condition is Also Good

➡️The Car Has No Single Work, Just Buy And Drive

➡️No Any Accident History (Guaranteed)

DARUSSALAM MIRPURPosted 3 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-premio-dhaka-dhaka-5635","BDT 2,340,000","July 27","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage54,300 km","Year2012","ColorRed","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Premio","Dhaka"
"1667575614-4836","https://www.garirbazar.com/buy-cars","72011 Toyota AxioDhakaPriceBDT 1,330,000Mileage65,210 kmN/A (Gas)AutomaticToyota Axio g 2011

Registration year: 2015

Fuel type: CNG, Octane

all paper up to date. 

first party and family used. 

no accident history and original colour.

UTTARAPosted 3 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-axio-dhaka-dhaka-5636","BDT 1,330,000","July 27","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage65,210 km","Year2011","ColorWhite","Body TypeSedan","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Axio","Dhaka"
"1667575617-4837","https://www.garirbazar.com/buy-cars","142018 Toyota Land Cruiser PradoDhakaPriceBDT 13,775,000Mileage17,000 kmN/A (Petrol)AutomaticToyota Prado Tx Ltd.,

-Model Year - 2018

-Exterior Color -Pearl 

-Interior Color - Black

-Mileage-29,000 KM

-Auction Grade-5.0

-Fuel - Octane 

-Push Start

-Front Two Seat Power

-4WD

-Last Two Seat Power 

-Projection  Head Light

-Back Light 

-Tv-Dvd-Hdd

-360 Degree Camera

-Sunroof

-Sterring Control 

-Back Camera

-Rain Shade

-Power Steering

-All Auto

UTTARA 11Posted 3 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-land-cruiser-prado-dhaka-dhaka-5637","BDT 13,775,000","July 27","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage17,000 km","Year2018","ColorWhite","Body Type4 Wheel Drives & SUVs","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionImport","Toyota Land Cruiser Prado","Dhaka"
"1667575619-4838","https://www.garirbazar.com/buy-cars","122015 Honda GraceDhakaPriceBDT 1,870,000Mileage67,000 kmN/A (Petrol)AutomaticHonda Grace Hybrid 2015! 

Registered in 2021  

1.5 Liter Hybrid 

White pearl color 

Push Start. Japanese nevigetion. 

Rear Ac vent. Arm rest with cup holder. RPM meter. 

Winkar mirror. Double projection HID Light 

original isofix seat. And more! 

After all nice & good interior and exterior

Nothing repaired. Very well maintained. 

BARIDHARAPosted 3 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-honda-grace-dhaka-dhaka-5638","BDT 1,870,000","July 28","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage67,000 km","Year2015","ColorWhite","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Honda Grace","Dhaka"
"1667575621-4839","https://www.garirbazar.com/buy-cars","102016 Honda GraceDhakaPriceBDT 1,980,000Mileage36,500 kmN/A (Hybrid)Automatic➤ Honda Grace Hybrid 2016 for sale!

➤ Feels like Recondition 

° Registration 2021, 1500cc Hybrid  

° Mileage 36,500 km, Silver color 

° All Papers (Up to Date). 

Specification:

- Push Start, Traction control, 

- Lx Package

- Projection HID Headlamps

- Arm rest, Optic miter

- Gathers Multimedia with Reverse camera

- Multi-function steering wheel

- Electric touch AC panel

- ECON Technology

- Strong Hybrid backup

+ many other exciting featured! 

GULSHANPosted 3 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-honda-grace-dhaka-dhaka-5639","BDT 1,980,000","July 28","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage36,500 km","Year2016","ColorSilver","Body TypeSedan","Fuel TypeHybrid","Air ConYes","Drive TypeRight","ConditionUsed","Honda Grace","Dhaka"
"1667575624-4840","https://www.garirbazar.com/buy-cars","101991 Toyota CarinaDhakaPriceBDT 269,000Mileage150,700 kmN/A (Gas)AutomaticPlease call - 01712 732 314
There is a bug on this website

Owner driven
150,700km original mileage
Original 5A-FE engine, gearbox, ecu & wiring
Around 180psi engine compression on all 4 cylinders

Runs like a champion - original engine performance

Only head-gasket was fixed, not overhauled
Chilled AC - installed all new parts 
Installed ""Oxygen Sensor"" for good mileage
Reconditioned brake booster & master cylinder 
Reconditioned brake caliper assembly
Installed new double radiator
Akebono Disk Brakes installed (6mo ago, 3500tk)

I regularly make trips to Bogura with this car
Daily driver for going to office

Original cloth interior

Minor cosmetic damage on plastic bumpers from reckless motorcycles
Posted 3 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-carina-dhaka-dhaka-5640","BDT 269,000","July 28","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage150,700 km","Year1991","ColorMaroon","Body TypeSedan","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Carina","Dhaka"
"1667575626-4841","https://www.garirbazar.com/buy-cars","61996 Toyota CorollaChittagongPriceNEGOTIABLEN/A (Gas)Automatic🙏 দয়া করে যারা গাড়িটি কিনতে আগ্রহী তারাই যোগাযোগ করবেন।

➡️TOYOTA 100 (Running Fail)
➡️Model- 96
➡️Reg- 2001 (Chatta Metro Ga-11-####)
➡️Tax- 17/06/2022
➡️Fitness- 15/03/2022
➡️CC- 1500(EFI Stock)
➡️All option Auto
(Gear+Door+Glass+Mirror Glass)
➡️Personal Car
➡️Fresh Interior
➡️Sound ok
➡️CB joint + Suspension ok
➡️Gear box smooth 
➡️Projection Heat light
➡️No need Dent paint
➡️Great Modified
➡️Octangle+Cng 60 lit
➡️DVD+ Camera
➡️AC super cool
➡️Location- Chittagong.
🚗Price- 2,75,000/ ( দুই লক্ষ পচাত্তুর হাজার)
🙏দামাদামি নাই।Posted 3 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-corolla-chittagong-chittagong-5641","NEGOTIABLE","July 29","+880130 250 1001","EngineN/A","GearboxAutomatic","Year1996","ColorWhite","Body TypeSedan","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","null","Toyota Corolla","Chittagong"
